Course,Title,Description,Credits,ACP,CS,HUM,NAT,QR,SBS,Average GPA,Best Instructor,Best Instructor GPA,Consider
ANTH259,Latina/o Anthropology,"In this class, we will examine the contemporary cultures and communities of Latinas and Latinos in the United States. We will focus on recent ethnographic studies on the Latina/o experience written mainly (though not exclusively) by Latinas and Latinos who are active in the academy. Topics to be discussed include: ethnic and racial identity, language, sexuality, power, class hierarchies, cultural citizenship, racialization, gender inequality, cultural citizenship, legal citizenship, immigration, and popular culture�all from an anthropological perspective. In the process, we will critically examine the imagined, the lived, and the invented communities constituting the Latina/o population of this country in the West, Southwest, East Coast, and the Midwest. In particular, we will explore the experiences of Mexicans, Puerto Ricans, Central Americans, and Cubans in the United States. ",3,,US,,,,SS,,,
ANTH261,Intro to the African Diaspora,,3,,US,HP,,,,,,
ARTH110,Introduction to the History of Art and Visual Culture,"This course introduces participants to foundational questions that shape the disciplines of art history and visual studies. It is not a comprehensive survey. Rather, it provides students critical frames for examining the visual world from various temporal, geographic, and methodological perspectives. Students will investigate the history, interpretation, and criticism of selected cultural objects, images, places, and spaces across time and around the globe.",3,,WCC,LA,,,,,,
ARTH217,Development of Ancient Cities,,3,,WCC,HP,,,,,,
ASST104,Asian Mythology,,3,,NW,HP,,,,,,
BCS115,South Slavic Cultures,"Exploration of South Slavic cultures in the historically rich and complex region sometimes referred to as ""the Balkans,"" focusing particularly on those groups found within the successor states of the former Yugoslavia. Critical look at the traditional view of the region as the crossroads or the bridge between East and West, and at the term Balkanization which has become a pejorative term used to characterize fragmented, and self-defeating social systems.",3,,NW,,,,SS,3.36,"Cooper, David",3.36
CHLH304,Foundations of Health Behavior,"Examination of the application of the social and behavioral sciences to health and health behavior. Psychological, social psychological, and sociological approaches to health behavior are analyzed. Topics covered include development of health attitudes and behaviors, perceptions of health and illness, methods of changing health behavior and patient-provider interaction. ",4,ACP,,,,,BSC,3.31,"DiFilippo, Kristen N",3.4
CLCV114,Introduction to Greek Culture,Studies the social and cultural life in Greece during the classical period.,3,,WCC,LA,,,,3.25,"Bosak-Schroeder, Clara R",3.25
CLCV115,Mythology of Greece and Rome,"Studies the major myths of Greece and Rome and their impact upon later art, music, and literature. Shares two hours of lecture with CLCV 111; additional hour of lecture-discussion for a closer analysis of topics. ",3,,WCC,LA,,,,3.38,"Goebel, Clarissa A",3.83
CLCV120,The Classical Tradition,"Survey of the Greco-Roman tradition from late antiquity to the present. Examination of pagan culture in medieval Christianity and Islam, the literary tradition of the Troy tale, the rediscovery of Greek texts and the Florentine Renaissance, classical allusions in Shakespeare and Milton, the political foundation of the U.S. constitution, and the persistence of the classical tradition in contemporary American popular culture.",3,,WCC,LA,,,,3.68,"Hadjipolycarpou, Maria",3.68
CLCV160,Ancient Greek & Roman Religion,Study of Greek and Roman Paganism and the rise of Christianity within that context. Readings are confined to ancient sources in English translation. ,3,,WCC,HP,,,,3.19,"Bosak-Schroeder, Clara R",3.19
CLCV220,Origins of Western Literature,"Origins and development of selected major genres in Western literature, emphasizing the relationship between classical representatives and their modern successors. ",3,,WCC,LA,,,,3.41,"Bosak-Schroeder, Clara R",3.47
CLCV221,Odysseus and Other Heroes,"Study of the heroes of ancient epics in relation to the cultures in which they were produced, taking Homer�s Odyssey as the point of departure and including near eastern heroes such as Gilgamesh, as well as female heroes such as Helen and Penelope; focuses on the epic and tragic tradition of ancient heroes and their successors. ",3,,WCC,LA,,,,,,
CLCV222,Introduction to Greek and Roman Theater,"Survey of Greek and Roman theater; analysis of scripts, productions, and theatrical artifacts as reflections of ancient politics, social climate, gender roles and religious beliefs. ",3,ACP,WCC,LA,,,,3.17,"Traill, Ariana",3.17
CLCV224,American Race and Ethnicity in the Classical Tradition,"Survey of American minority cultures and the reception of Greco-Roman culture in literature, film, and politics, with brief units of historical concentration on ancient slavery and proto-racism, Harvard's Indian College, early African-American poets, novelists, educators, and classicists, the Greco-Roman heritage of the Ku Klu Klan, and Civil Rights Movement leaders like Martin Luther King, Jr., Huey P. Newton, and Eldridge Cleaver. Other highlights include Derek Walcott's Caribbean/Homeric Omeros, Erin Gruwell's mixed-race Freedom Writers, and Spike Lee's Chi-Raq.",3,,US,LA,,,,3.87,"Weed, Ashley K",3.96
CLCV231,Development of Ancient Cities,"Monuments, archaeological remains, and histories illustrating the development of the earliest states and urban centers of the Ancient Mediterranean, including Athens, Rome, Carthage, and Jerusalem. ",3,,WCC,HP,,,,3.51,"Kaufman, Brett S",3.51
CLCV240,Sex & Gender in Antiquity,"Understanding of the place of women in ancient societies can be gained through the examination of the ways in which the ancients conceptualized sex and gender. The myths, religion, art and literature of Egypt, Greece, Rome and the Near East contain a wide array of representations of men and women, of their emotions, as well as of their social, legal and political status and relations. ",3,,WCC,LA,,,,3.12,"Williams, Craig A",3.12
CMN210,Public Comm in Everyday Life,"Introduces concepts useful for the critical analysis of public communication in everyday life. Drawing on communication theory and practice, especially theories of rhetoric, the course investigates techniques of persuasion, offers tools for critical analysis of public discourse, and considers the political and ethical implications of various forms of public communication.",3,,WCC,HP,,,,,,
CMN232,Intro to Intercultural Comm,"Introduction to the study of intercultural communication in a variety of contexts, including domestic and international; examines theory and research to explain what happens when people from different cultural and linguistic backgrounds interact. Requires students to think critically about the ways in which ""taken-for-granted"" ways of thinking, acting, and interacting are culturally specific.",3,,NW,,,,SS,3.32,"Koven, Michele E",3.8
CMN260,Intro to Health Communication,"Introduces theory and research on communication in health and illness contexts. Explores how messages from media, interpersonal, and organizational sources affect health beliefs and behaviors.",3,,WCC,,,,BSC,2.97,"Williamson, Lillie D",3.39
CMN277,Introduction to Mediated Communication,"Survey of the history, structure, forms, and social effects of the American mass media, with significant focus on study of how media shape perceptions of people of color and other stigmatized groups.",4,,US,,,,SS,2.56,"Dixon, Travis L",2.82
CWL114,Global Consciousness and Lit,"Exploration of the cultural and historical roots of globalization and the development of global consciousness from ancient Greece to the present, as reflected primarily in literature, but also with reference to historiography, cartography, religion, art, politics, economics, and popular culture. Course materials including literary texts, articles, historical accounts, political tracts, films, and paintings focus on the mutual perception of, and historical relationships among Europe, the Arab world, Africa, Asia, and the Americas.",3,,NW,LA,,,,3.51,"Hassan, Wail S",3.51
CWL189,Lit of Asia & Africa I,"Comparative study of major works from Africa, the Middle East, South and East Asia, from ancient times through the medieval period, emphasizing literary, cultural, philosophical, and religious traditions, and cross-cultural contact. Topics studied may include Egyptian and Mesopotamian mythology, Hinduism, Buddhism, Confucianism, Daoism, and the Abrahamic tradition. All readings in English.",3,,NW,LA,,,,3.14,"Kuras, Ewa M",3.14
CWL209,Jewish American and US Minority Literatures in Dialogue,,3,,US,LA,,,,,,
CWL212,Israeli Cinema and Television,,3,,WCC,LA,,,,,,
CWL220,Origins of Western Literature,,3,,WCC,LA,,,,,,
CWL241,Early Masterpieces of Western Culture,"Comparative study of major works of literature, philosophy and culture in the Western tradition from the ancient world to the Renaissance, from Homer and the Bible to Shakespeare and Cervantes. Emphasis on the works as representative of their historical and cultural period, as well as how these works create the cultural world we live in today. ",3,ACP,WCC,LA,,,,3.53,"Casey, Mary S",3.8
CWL251,Viking Mythology,,3,,WCC,HP,,,,,,
CWL253,Medieval Literature and Culture,,3,,WCC,LA,,,,,,
CWL254,Grimm's Fairy Tales in Context,,3,,WCC,LA,,,,,,
CWL257,Enlightenment Literature and Culture,,3,,WCC,LA,,,,,,
CWL262,Sex & Gender in Antiquity,,3,,WCC,LA,,,,,,
CWL263,Odysseus and Other Heroes,,3,,WCC,LA,,,,,,
CWL264,Introduction to Greek and Roman Theater,,3,ACP,WCC,LA,,,,,,
CWL320,Lit Responses to the Holocaust,,3,,WCC,LA,,,,,,
DANC100,Intro to Contemporary Dance,"Overview of major works, figures, and trends responsible for shaping dance as an evolving contemporary art form. The course will have lecture, viewing, discussion and experiential (studio participation) components. ",3,,WCC,LA,,,,3.71,"Johnston, Philip T",3.94
EALC120,East Asian Civilizations,,3,,NW,HP,,,,,,
EALC132,Zen,,3,,NW,HP,,,,,,
EALC250,Intro to Japanese Culture,"Topical introduction to Japanese cultural and aesthetic life with attention to cultural and aesthetic patterns as they are reflected in literature, language, and the arts.",3,,NW,,,,SS,2.95,"Tyger, Suzette N",2.95
ECE316,Ethics and Engineering,"Ethical issues in the practice of engineering: safety and liability, professional responsibility to clients and employers, whistle-blowing, codes of ethics, career choice, and legal obligations. Philosophical analysis of normative ethical theories. Case studies. ",3,ACP,,HP,,,,3.6,"Hillmer, Philip M",3.86
EDUC202,"Social Justice, School and Society","Examines the nature of justice and the dynamics of a pluralistic society to derive a conception of social justice. Working with this conception, it asks how schools function to perpetuate and/or remediate social injustice. The course will consider the history and nature of schooling, issues of access and tracking, and notions of the public and the common. The course is designed for students interested in reflecting on their own educational histories, for those considering careers in teaching, and for all future parents and citizens needing to be able to reflect critically on justice, school, and society.",3,ACP,,HP,,,,3.75,"Gutierrez, Rochelle",3.86
ENGL109,Intro to Fiction-ACP,"Introduction to critical analysis of prose fiction. Explores a wide range of short and long fiction across historical periods; examines narrative strategies such as plot, character, and point of view. Special emphasis placed on good literary critical writing. Course is similar to ENGL 103 except for the additional writing component. ",3,ACP,,LA,,,,3.63,"Gross, Hilary J",3.72
ENGL115,Intro to British Literature,"Acquaints students with the rich diversity of British prose, poetry, and drama. As a basic introduction to English literature, the course explores a series of literary texts, often thematically related, which appeal to modern readers and at the same time provide interesting insights into the cultural attitudes and values of the periods which produced them.",3,,WCC,LA,,,,3.9,"Bales, Amanda M",3.9
ENGL116,Introduction to American Literature,"American literature speaks in distinctive dialects that pre-date the arrival of European explorers in the Renaissance, range across centuries and continents, and intermingle a rich variety of racial, ethnic, and gendered perspectives. Genres examined in this course might include lyric poems, dystopian novels, horror stories, seduction narratives, slave narratives, political speeches, or postmodern plays. Writers studied might include Walt Whitman, Columbus, Jane Johnston Schoolcraft, Herman Melville, Edgar Allan Poe, Junot D�az, Harriet Beecher Stowe, David Foster Wallace, Martin Luther King, and Lin-Manuel Miranda.",3,,WCC,LA,,,,3.53,"Becker, Leah M",3.53
ENGL202,Medieval Literature and Culture,"Introduction to the diverse literatures and cultures of the global Middle Ages (Approx. 500-1500 CE). Students will read works by medieval authors in Modern English translation, with particular attention to placing works in their historical and material contexts. ",3,,WCC,LA,,,,3.25,"Barrett, Robert W",3.33
ENGL206,Enlightenment Literature and Culture,"Study in Anglophone and global texts from the period 1600 to 1800, with attention to cultural and historical contexts. ",3,,WCC,LA,,,,3.59,"Cole, Megan E",3.59
ENGL208,Victorian Literature and Culture,"While Queen Victoria was on the throne (1837-1901), Britain became a world power, but often looked backwards to the lovely worlds of the past. Many of the era�s great literary works reflect this tension between realism and romance: between the realism of being a poor governess and the romance of finding true love in Jane Eyre; the tragedy of losing your best friend and the hope of emotional survival in In Memoriam; the practical work of building a useful device and the fantasy of visiting the dystopian future in The Time Machine. Literature studied in this class will include poetry, prose, drama, and fiction, possibly including works by Charlotte Bront�, Charles Dickens, Elizabeth Gaskell, Mary Seacole, Thomas Carlyle, Alfred Tennyson, Robert Browning, Christina Rossetti, William Morris, Oscar Wilde, H.G. Wells, Olive Schreiner, or George Bernard Shaw. ",3,,WCC,LA,,,,,,
ENGL209,Early British Literature and Culture,"This course surveys more than a thousand years of British literature from the early Middle Ages through the Renaissance and well into the eighteenth century. But what does ""British literature"" really mean, especially in the context of an island archipelago populated by multiple nations (England, Ireland, Scotland, and Wales) and repeatedly subjected to foreign rule (either by violent invasion or dynastic succession)? The range of texts we thus characterize as ""early British literature"" is staggering, and part of our goal in this course will simply be to appreciate the sheer volume and breadth of written work created in Britain and Ireland between the sixth and eighteenth centuries. We will do this through a necessarily selective sampling of historical periods, languages, and genres. Our authors will range from the famous (e.g., Chaucer, Shakespeare, and Milton) to the lesser-known (e.g., Marie de France, Lady Mary Wroth, and Eliza Haywood) to the unknown (e.g., the anonymous Beowulf-poet). ",3,,WCC,LA,,,,,,
ENGL213,Modernist Literature and Culture,"Study of literature, philosophy, visual and performing arts, social criticism, and popular sciences of the Anglo-American Modern period (1880-1920), with attention to broad cultural issues. ",3,,WCC,LA,,,,,,
ENGL222,Jewish American and US Minority Literatures in Dialogue,,3,,US,LA,,,,,,
ENGL225,Intro to Latina/o Literature,,3,,US,LA,,,,,,
ENGL250,Nineteenth-Century American Fiction,"Nineteenth-century fiction gave us some of the most iconic images in American culture--the scarlet letter, the white whale--and some of the most captivating works about American life and society. This course will explore how fictional texts articulated the problems of nineteenth-century democracy, including the crises over slavery leading to the Civil War, and the rise of large-scale capitalism and urban modernity later in the century. We will look at such literary movements as sentimentalism, sensationalism, realism, and naturalism, among others. Writers studied might include Herman Melville, Edith Wharton, Nathaniel Hawthorne, Harriet Beecher Stowe, Henry James, Charles Chesnutt, Mark Twain, Pauline Hopkins, Catharine Maria Sedgwick, and many others. ",3,,WCC,LA,,,,3.5,"Henningsen, Kadin J",3.5
ENGL255,Early American Literature and Culture,"This large-scale survey course offers students background in a wide range of genres, authors, and texts, focusing on ""early American literature,"" which ranges from pre-Columbian indigenous narratives to nineteenth century novels, poems, and plays. The material studied ranges across multiple centuries and continents, and includes a wide variety of racial, ethnic, and gendered perspectives. Writers may include Christopher Columbus, Anne Bradstreet, Benjamin Franklin, Phillis Wheatley, William Apess, Nathaniel Hawthorne, Edgar Allan Poe, Frederick Douglass, Henry David Thoreau, Herman Melville, Harriet Jacobs, Walt Whitman, and Emily Dickinson. ",3,,WCC,LA,,,,,,
ENGL265,Intro to American Indian Lit,,3,,US,LA,,,,,,
ENGL266,Grimm's Fairy Tales in Context,,3,,WCC,LA,,,,,,
ENGL285,Postcolonial Literature in English,"Examination of selected postcolonial literature, theory, and film as texts that ""write back"" to dominant European representations of power, identity, gender and the Other. Postcolonial writers, critics and filmmakers studied may include Franz Fanon, Edward Said, Aime Cesaire, Ousmane Sembene, Chinua Achebe, Michelle Cliff, Mahesweta Devi, Buchi Emecheta, Derek Walcott and Marlene Nourbese-Philip. ",3,,NW,LA,,,,3.28,"Oh, Rebecca",3.28
ENGL330,Slavery and Identity,"Explores slavery in the Americas through its representation in literature over time. Using a variety of disciplinary approaches, we will look at the enslaved, the enslavers, and the middle merchants who facilitated the slave trade, and will examine the experience of slavery and the economic, political, religious, and scientific justifications used to maintain it. We will also examine the African cultural traditions from which the slaves emerged and the aspects of it that lent to creation of the new U.S. culture.",3,,US,LA,,,,3.11,"Wright, David",3.11
ENGL359,Lit Responses to the Holocaust,,3,,WCC,LA,,,,,,
EPOL316,Education and Social Justice,,3,,US,HP,,,,,,
EPOL402,Asian American Education,,4,ACP,US,,,,,,,
EPS310,Race and Cultural Diversity,Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture. ,4,ACP,US,,,,,3.57,"Anderson, James D",3.65
EPS380,Education and Social Justice,"This class will introduce students to key definitions, theories, and practices of justice in education. Using a combination of philosophical and political theory-based analyses of the features of justice: fairness, equity, representation, responsibility, and difference, among others, readings invite students to consider how education and schooling can help to nurture democratic ties and equity. ",3,,US,HP,,,,,,
EPS402,Asian American Education,Examination and analysis of Asian American education from the late 1800's to the present. ,4,ACP,US,,,,,3.74,"Pak, Yoon K",3.74
EPSY222,Language & Culture of Deaf Communities,,3,,US,,,,SS,,,
ESE106,Geographies of Globalization,,3,,NW,,,,SS,,,
FR156,Exploring Paris,"Examines the role of Paris in French culture through literature, art, and film. We will consider the city of Paris from its earliest beginnings to the modern era, as a physical, social, and symbolic reality. Through literature, art, and film we will explore the ways in which Paris is at the center of French political and intellectual life. Additionally, close attention will be paid to historical and political developments and their representation. All readings are in English and the course is conducted in English.",3,,WCC,LA,,,,,,
GEOG101,Global Development&Environment,"Introduces geographical perspectives on environment and development studies with case studies drawn from Africa, Asia, and Latin America. Investigates the origins of the global South in relation to the global North, especially the historical and contemporary processes driving environmental, economic, and cultural change.",3,,NW,,,,SS,3.73,"Adovor Tsikudo, Alexander",3.83
GEOG106,Geographies of Globalization,"A survey of major world regions by systematically considering five themes: environment, population and settlement patterns, cultural coherence and diversity, geopolitical fragmentation and unity, and economic and social development. While examining the persistence of unique regions, the course will both scale up to global linkages and scale down to place-specific impacts of globalization processes. ",3,,NW,,,,SS,,,
GEOG204,Cities of the World,"In-depth exploration of global urbanization. Using a comparative regional approach, discuss the recent history of global urbanization, dissect its problems, and offer possible solutions. Approximately ten major regions of the world will be examined, exploring the significant  urban patterns and processes, built and natural environments, and social, economic, and cultural landscapes of each.",3,,WCC,,,,SS,3.19,"Kalipeni, Ezekiel",3.26
GEOL201,History of Geology,"Traces the development of key ideas in the science, beginning with musings of the ancient Greek and Roman philosophers and early observations of the Earth by European and Arab scholars. Considers advances in mapmaking that span thousands of years and examines the origins of the Geologic Time Scale, including determination of the ages of rocks. Looks at early geologists from around the world, in the US, in Illinois, and at the U of I. Reads some classic papers establishing the grand unifying theory of geology: plate tectonics. ",3,ACP,,HP,,,,,,
GER251,Grimm's Fairy Tales in Context,"Special attention is paid to the Grimms' tales in terms of traditional narrative genres, elements of life in early modern Europe, and versions from Italy and France as well as Germany. Course is conducted in English. ",3,,WCC,LA,,,,3.5,"Cornell, Megan E",3.72
GLBL100,Intro to Global Studies,"Foundation course for understanding a range of contemporary issues and learning to analyze them from multiple disciplinary perspectives. Students consider globalizing trends within themes of wealth and poverty; population, cultures, and human rights; environment and sustainability; and governance, conflict, and cooperation. Course objectives are to enhance knowledge of human cultures, their interactions and impacts on the world; develop skills for successfully negotiating realities of contemporary societies; and promote values for global learning, diversity, and sustainable futures.",3,,WCC,,,,SS,3.6,"Schrag, David M",3.72
GWS240,Sex & Gender in Antiquity,,3,,WCC,LA,,,,,,
GWS263,History of Medicine in the United States,,3,,US,HP,,,,,,
GWS285,US Gender History to 1877,,3,,US,HP,,,,,,
HDFS220,Families in Global Perspective,"Explores economic, political, cultural and social factors affecting families in different countries; examines variations among families in developed and developing nations and their historical, political and cultural contexts. ",3,,NW,,,,SS,3.22,"Sahin, Esra",3.24
HDFS221,Asian Families in America,,3,,US,,,,SS,,,
HIST100,Global History,"Broad introduction to global history, by exploring the global structures and transnational forces that have shaped human history, from the emergence of agriculture and urban centers to our contemporary global village.",3,,NW,HP,,,,3.5,"Liu, Lingyan",3.83
HIST103,A History of Everything: The Big Bang to Big Data,"This introductory survey in ""Big History"" explores different scales of time as it places human history in larger geological, ecological, and cosmic contexts. Topics include the big bang, planet formation, the origin and development of life, mass extinctions, the emergence of Homo sapiens, the development of agriculture and cities, wars, plagues, and natural disasters, the advent of religion and science, political revolutions, industrialization and globalization, and human impact on the environment.",3,,WCC,HP,,,,3.36,"Duncan, Leanna D",3.47
HIST104,Black Music,"What is black music, and how do we know what we think we know about it? Together, we will examine musical creations pioneered by Africans and individuals of African descent over several centuries and across hemispheres. Doing so will allow us to consider the unity of the African Diaspora and its music, and also examine internal differences and diversity. Special focus is given to Latin America and the U.S., but, depending on the semester, we will also read about, listen to, and talk about music and musicians in Asia, Africa, and Europe.",3,,US,HP,,,,3.87,"Denby, Eric",3.91
HIST111,History of Africa to 1800,"Survey of African history to 1800, or rather African ""histories."" Along with historical knowledge, it seeks to give students a basic familiarity with the geography of the continent, as well as to provide an overview of African languages. Through the analysis of secondary as well as of primary sources, students will be introduced to and further examine the development of pre-colonial African societies. ",3,,NW,HP,,,,,,
HIST120,East Asian Civilizations,"Surveys the three major East Asian civilizations from ancient and classical times, through the period of Western influence, political revolution, and modernization, to the contemporary age and the emergence of East Asian superpowers. ",3,,NW,HP,,,,2.33,"Zhang, Shaodan",2.33
HIST142,Western Civ Since 1660,"Fundamental developments - social, economic, cultural, intellectual, and political - in the history of mankind and Western society since 1660; includes the rise of modern science, the French and Industrial revolutions, the Romantic movement, the growth of nationalism and socialism, imperialism, urbanization, the Russian Revolution, Nazi Germany, the world wars, and the West and the developing world. ",3,,WCC,HP,,,,3.11,"Wright, Peter Q",3.28
HIST143,Western Civ Since 1660-ACP,Course is identical to HIST 142 except for the additional writing component. ,4,ACP,WCC,HP,,,,,,
HIST168,A History of Judaism,,3,ACP,,HP,,,,,,
HIST170,US History to 1877-ACP,Course is identical to HIST 171 except for the additional writing component. ,4,ACP,US,HP,,,,,,
HIST171,US History to 1877,"U.S. history survey beginning with the diverse peoples who have populated North America since before the age of contact with Europeans and extending forward through the advent of European colonialism, the movement for independence, the foundation of the republic, the Civil War, and Reconstruction, ending in 1877. The course provides an introduction to historical interpretation, with particular attention to racialized and other forms of social, political, and economic inequality and struggles for freedom and democracy. ",3,,US,HP,,,,3.14,"Kosovych, Silvia",3.41
HIST174,"Black America, 1619-Present",,3,,US,HP,,,,,,
HIST205,Lived Experience in Latin America,"Examining the history through the primary texts written by Latin Americans, this course introduces students to theories, contents and methods of historical inquiry, as well as the nuances and the complexities of Latin American history. Reading primary texts written by all strata of society, students will look through the eyes of the diverse populations in Latin America. Students will analyze the traditional narrative of Latin America and gain insight into the lived experience of Latin Americans. Together we will advance our individual and collective understanding of Latin America's rich and complex past.",3,,NW,HP,,,,,,
HIST213,African Muslim Societies,"Focuses on the history and historiography of Muslim societies in Africa. Investigates the dynamics of the spread of Islam in Africa, and explores differences in Islam in Africa from other areas of the Islamic world, with attention to the image in Western scholarship of Islam in Africa. Provides students with the knowledge and skills they need to understand this central phenomenon in modern world history. ",3,,NW,HP,,,,,,
HIST236,Madness and Modern Society,"This course provides a broad overview of the development of the mind sciences in modern Europe from the beginning of state-regulated asylums to the advent of pharmaceutical treatment and care in the community. Using a combination of primary sources and secondary texts, we will examine how the diagnosis and treatment of ""madness"" in its many forms has been shaped through the interaction of social, political, economic, and cultural factors from roughly 1750 to the 1990s. ",3,,WCC,HP,,,,,,
HIST255,British Isles to 1688,"Survey of the political, social and economic, religious, and cultural history of the British people from the ""prehistoric"" era through the revolution of 1688. ",3,,WCC,HP,,,,,,
HIST259,20thC World from Midcentury,"Economic, social, political, and cultural developments in twentieth-century world history from Second World War era to the present.",3,,WCC,HP,,,,3.76,"Ito, Koji",3.76
HIST260,History of Russia,Main themes and problems of Russian history from earliest times to the present.,3,,WCC,HP,,,,3.44,"Steinberg, Mark D",3.44
HIST262,Zionism: A Global History,"Examines the history of the Zionist movement. The course is designed for students with no prior knowledge of Jewish, European, or Middle Eastern history. The goal is to survey how Zionism emerged as a widespread political movement and, in the process, helped create an independent state for the Jewish people. In addition to familiarizing students with the backstory of a globally significant movement, this class will teach students historical interpretation skills. ",3,,WCC,HP,,,,,,
HIST263,History of Medicine in the United States,"Medicine and public health in the United States from the colonial period through the twentieth century. Topics include medical theories, therapeutic practices, and institutions as determined by science, culture, politics, law, and social structures. Additional attention will be paid to illness and epidemics; health care providers, patients, and public policy. Throughout, the course will highlight race, sex, (dis)ability, and other social categories that have affected medical care and been defined in medical terms. ",3,,US,HP,,,,,,
HIST272,Twentieth Century America,"One major emphasis on foreign policy, including the emergence of the United States as a great power after 1898; a second emphasis on the Progressive movement and recurrent attempts at the reform of American society; and racial and urban problems and the conservation of natural resources included.",3,,WCC,HP,,,,,,
